what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1395811850020
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1395811883289
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1395811885021
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1395811885556
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1395811885628
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1395811889982
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1395811895494
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1395811897468
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1395811902104
error,log,,,"Error logged from Debug UI: ",1395811906835
error,log,,,"Error logged from Debug UI: ",1395811906849
error,log,,,"Error logged from Debug UI: ",1395811908264
error,log,,,"Error logged from Debug UI: ",1395811908276
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395811908297
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395811909236
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1395811910947
error,log,,,"Core exception while retrieving the content description",1395811911025
error,log,,,"Core exception while retrieving the content description",1395811911026
error,log,,,"Core exception while retrieving the content description",1395811911036
error,log,,,"Core exception while retrieving the content description",1395811911038
error,log,,,"Core exception while retrieving the content description",1395811911257
error,log,,,"Core exception while retrieving the content description",1395811911259
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1395811911307
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1395811911374
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1395811912829
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1395811914593
closed,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1395811914593
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1395811918565
error,log,,,"Error logged from Debug UI: ",1395811918986
error,log,,,"Error logged from Debug UI: ",1395811918997
error,log,,,"Error logged from Debug UI: ",1395811919477
error,log,,,"Error logged from Debug UI: ",1395811919484
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395811919497
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395811920539
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1395811922420
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395811925110
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395811926058
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1395811927943
error,log,,,"Core exception while retrieving the content description",1395811928036
error,log,,,"Core exception while retrieving the content description",1395811928037
error,log,,,"Core exception while retrieving the content description",1395811928045
