what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1395780083027
error,log,,,"Core exception while retrieving the content description",1395780084010
error,log,,,"Core exception while retrieving the content description",1395780084013
error,log,,,"Core exception while retrieving the content description",1395780084017
error,log,,,"Core exception while retrieving the content description",1395780084020
error,log,,,"Core exception while retrieving the content description",1395780084023
error,log,,,"Core exception while retrieving the content description",1395780084034
error,log,,,"Core exception while retrieving the content description",1395780084037
error,log,,,"Core exception while retrieving the content description",1395780084040
error,log,,,"Core exception while retrieving the content description",1395780084042
error,log,,,"Core exception while retrieving the content description",1395780084043
error,log,,,"Core exception while retrieving the content description",1395780084047
error,log,,,"Core exception while retrieving the content description",1395780084049
error,log,,,"Core exception while retrieving the content description",1395780084051
error,log,,,"Core exception while retrieving the content description",1395780084053
error,log,,,"Core exception while retrieving the content description",1395780084055
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1395780086150
error,log,,,"Core exception while retrieving the content description",1395780087474
error,log,,,"Core exception while retrieving the content description",1395780087479
error,log,,,"Core exception while retrieving the content description",1395780087483
error,log,,,"Core exception while retrieving the content description",1395780087487
error,log,,,"Core exception while retrieving the content description",1395780087490
error,log,,,"Core exception while retrieving the content description",1395780087499
error,log,,,"Core exception while retrieving the content description",1395780087502
error,log,,,"Core exception while retrieving the content description",1395780087504
error,log,,,"Core exception while retrieving the content description",1395780087506
error,log,,,"Core exception while retrieving the content description",1395780087509
error,log,,,"Core exception while retrieving the content description",1395780087513
error,log,,,"Core exception while retrieving the content description",1395780087516
error,log,,,"Core exception while retrieving the content description",1395780087518
error,log,,,"Core exception while retrieving the content description",1395780087520
error,log,,,"Core exception while retrieving the content description",1395780087522
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1395780088887
error,log,,,"Core exception while retrieving the content description",1395780089829
error,log,,,"Core exception while retrieving the content description",1395780089834
error,log,,,"Core exception while retrieving the content description",1395780089838
error,log,,,"Core exception while retrieving the content description",1395780089841
error,log,,,"Core exception while retrieving the content description",1395780089845
error,log,,,"Core exception while retrieving the content description",1395780089859
error,log,,,"Core exception while retrieving the content description",1395780089862
error,log,,,"Core exception while retrieving the content description",1395780089867
error,log,,,"Core exception while retrieving the content description",1395780089869
error,log,,,"Core exception while retrieving the content description",1395780089872
error,log,,,"Core exception while retrieving the content description",1395780089877
error,log,,,"Core exception while retrieving the content description",1395780089880
error,log,,,"Core exception while retrieving the content description",1395780089885
error,log,,,"Core exception while retrieving the content description",1395780089887
error,log,,,"Core exception while retrieving the content description",1395780089890
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1395780095856
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1395780096650
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1395780097093
error,log,,,"Core exception while retrieving the content description",1395780098190
error,log,,,"Core exception while retrieving the content description",1395780098195
error,log,,,"Core exception while retrieving the content description",1395780098199
error,log,,,"Core exception while retrieving the content description",1395780098201
error,log,,,"Core exception while retrieving the content description",1395780098203
error,log,,,"Core exception while retrieving the content description",1395780098211
error,log,,,"Core exception while retrieving the content description",1395780098213
error,log,,,"Core exception while retrieving the content description",1395780098216
error,log,,,"Core exception while retrieving the content description",1395780098218
error,log,,,"Core exception while retrieving the content description",1395780098221
error,log,,,"Core exception while retrieving the content description",1395780098225
error,log,,,"Core exception while retrieving the content description",1395780098227
error,log,,,"Core exception while retrieving the content description",1395780098230
error,log,,,"Core exception while retrieving the content description",1395780098232
error,log,,,"Core exception while retrieving the content description",1395780098235
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1395780100768
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1395780101352
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1395780101793
error,log,,,"Core exception while retrieving the content description",1395780102704
error,log,,,"Core exception while retrieving the content description",1395780102708
error,log,,,"Core exception while retrieving the content description",1395780102712
error,log,,,"Core exception while retrieving the content description",1395780102717
error,log,,,"Core exception while retrieving the content description",1395780102720
error,log,,,"Core exception while retrieving the content description",1395780102732
error,log,,,"Core exception while retrieving the content description",1395780102735
error,log,,,"Core exception while retrieving the content description",1395780102737
error,log,,,"Core exception while retrieving the content description",1395780102739
error,log,,,"Core exception while retrieving the content description",1395780102741
error,log,,,"Core exception while retrieving the content description",1395780102745
error,log,,,"Core exception while retrieving the content description",1395780102747
error,log,,,"Core exception while retrieving the content description",1395780102749
error,log,,,"Core exception while retrieving the content description",1395780102752
error,log,,,"Core exception while retrieving the content description",1395780102754
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1395780106241
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1395780108109
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1395780108547
error,log,,,"Core exception while retrieving the content description",1395780109776
error,log,,,"Core exception while retrieving the content description",1395780109779
error,log,,,"Core exception while retrieving the content description",1395780109781
error,log,,,"Core exception while retrieving the content description",1395780109784
error,log,,,"Core exception while retrieving the content description",1395780109786
error,log,,,"Core exception while retrieving the content description",1395780109794
error,log,,,"Core exception while retrieving the content description",1395780109796
error,log,,,"Core exception while retrieving the content description",1395780109799
error,log,,,"Core exception while retrieving the content description",1395780109801
error,log,,,"Core exception while retrieving the content description",1395780109803
error,log,,,"Core exception while retrieving the content description",1395780109808
error,log,,,"Core exception while retrieving the content description",1395780109810
error,log,,,"Core exception while retrieving the content description",1395780109812
error,log,,,"Core exception while retrieving the content description",1395780109814
error,log,,,"Core exception while retrieving the content description",1395780109815
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1395780111193
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1395780112210
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1395780112808
error,log,,,"Core exception while retrieving the content description",1395780113795
error,log,,,"Core exception while retrieving the content description",1395780113799
error,log,,,"Core exception while retrieving the content description",1395780113807
error,log,,,"Core exception while retrieving the content description",1395780113815
error,log,,,"Core exception while retrieving the content description",1395780113818
error,log,,,"Core exception while retrieving the content description",1395780113829
error,log,,,"Core exception while retrieving the content description",1395780113831
error,log,,,"Core exception while retrieving the content description",1395780113833
error,log,,,"Core exception while retrieving the content description",1395780113835
error,log,,,"Core exception while retrieving the content description",1395780113836
error,log,,,"Core exception while retrieving the content description",1395780113839
error,log,,,"Core exception while retrieving the content description",1395780113841
error,log,,,"Core exception while retrieving the content description",1395780113842
error,log,,,"Core exception while retrieving the content description",1395780113844
error,log,,,"Core exception while retrieving the content description",1395780113845
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1395780126859
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1395780129108
