what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1395776928166
error,log,,,"Core exception while retrieving the content description",1395776928786
error,log,,,"Core exception while retrieving the content description",1395776928786
error,log,,,"Core exception while retrieving the content description",1395776928796
error,log,,,"Core exception while retrieving the content description",1395776928796
error,log,,,"Core exception while retrieving the content description",1395776928796
error,log,,,"Core exception while retrieving the content description",1395776928806
error,log,,,"Core exception while retrieving the content description",1395776928806
error,log,,,"Core exception while retrieving the content description",1395776928816
error,log,,,"Core exception while retrieving the content description",1395776928816
error,log,,,"Core exception while retrieving the content description",1395776928816
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1395776931246
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1395776931936
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1395776932466
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1395776932936
error,log,,,"Core exception while retrieving the content description",1395776933596
error,log,,,"Core exception while retrieving the content description",1395776933606
error,log,,,"Core exception while retrieving the content description",1395776933606
error,log,,,"Core exception while retrieving the content description",1395776933616
error,log,,,"Core exception while retrieving the content description",1395776933616
error,log,,,"Core exception while retrieving the content description",1395776933636
error,log,,,"Core exception while retrieving the content description",1395776933636
error,log,,,"Core exception while retrieving the content description",1395776933636
error,log,,,"Core exception while retrieving the content description",1395776933646
error,log,,,"Core exception while retrieving the content description",1395776933646
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1395776942656
error,log,,,"Core exception while retrieving the content description",1395776943206
error,log,,,"Core exception while retrieving the content description",1395776943206
error,log,,,"Core exception while retrieving the content description",1395776943216
error,log,,,"Core exception while retrieving the content description",1395776943216
error,log,,,"Core exception while retrieving the content description",1395776943216
error,log,,,"Core exception while retrieving the content description",1395776943226
error,log,,,"Core exception while retrieving the content description",1395776943226
error,log,,,"Core exception while retrieving the content description",1395776943236
error,log,,,"Core exception while retrieving the content description",1395776943236
error,log,,,"Core exception while retrieving the content description",1395776943236
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1395776947716
error,log,,,"Core exception while retrieving the content description",1395776948736
error,log,,,"Core exception while retrieving the content description",1395776948746
error,log,,,"Core exception while retrieving the content description",1395776948746
error,log,,,"Core exception while retrieving the content description",1395776948746
error,log,,,"Core exception while retrieving the content description",1395776948756
error,log,,,"Core exception while retrieving the content description",1395776948766
error,log,,,"Core exception while retrieving the content description",1395776948766
error,log,,,"Core exception while retrieving the content description",1395776948776
error,log,,,"Core exception while retrieving the content description",1395776948776
error,log,,,"Core exception while retrieving the content description",1395776948776
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1395776951886
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1395776953326
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1395776953696
error,log,,,"Core exception while retrieving the content description",1395776954186
error,log,,,"Core exception while retrieving the content description",1395776954196
error,log,,,"Core exception while retrieving the content description",1395776954196
error,log,,,"Core exception while retrieving the content description",1395776954206
error,log,,,"Core exception while retrieving the content description",1395776954206
error,log,,,"Core exception while retrieving the content description",1395776954216
error,log,,,"Core exception while retrieving the content description",1395776954216
error,log,,,"Core exception while retrieving the content description",1395776954216
error,log,,,"Core exception while retrieving the content description",1395776954226
error,log,,,"Core exception while retrieving the content description",1395776954226
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1395776954586
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1395776955916
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1395776956256
error,log,,,"Core exception while retrieving the content description",1395776956746
error,log,,,"Core exception while retrieving the content description",1395776956756
error,log,,,"Core exception while retrieving the content description",1395776956756
error,log,,,"Core exception while retrieving the content description",1395776956756
error,log,,,"Core exception while retrieving the content description",1395776956756
error,log,,,"Core exception while retrieving the content description",1395776956766
error,log,,,"Core exception while retrieving the content description",1395776956766
error,log,,,"Core exception while retrieving the content description",1395776956776
error,log,,,"Core exception while retrieving the content description",1395776956776
error,log,,,"Core exception while retrieving the content description",1395776956776
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1395776957316
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1395776958836
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1395776959246
error,log,,,"Core exception while retrieving the content description",1395776960306
error,log,,,"Core exception while retrieving the content description",1395776960306
error,log,,,"Core exception while retrieving the content description",1395776960306
error,log,,,"Core exception while retrieving the content description",1395776960306
error,log,,,"Core exception while retrieving the content description",1395776960316
error,log,,,"Core exception while retrieving the content description",1395776960326
error,log,,,"Core exception while retrieving the content description",1395776960326
error,log,,,"Core exception while retrieving the content description",1395776960326
error,log,,,"Core exception while retrieving the content description",1395776960326
error,log,,,"Core exception while retrieving the content description",1395776960336
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1395776963236
error,log,,,"Core exception while retrieving the content description",1395776963726
error,log,,,"Core exception while retrieving the content description",1395776963726
error,log,,,"Core exception while retrieving the content description",1395776963736
error,log,,,"Core exception while retrieving the content description",1395776963736
