what,kind,bundleId,bundleVersion,description,time
error,log,,,"Core exception while retrieving the content description",1395779877721
error,log,,,"Core exception while retrieving the content description",1395779877724
error,log,,,"Core exception while retrieving the content description",1395779877730
error,log,,,"Core exception while retrieving the content description",1395779877731
error,log,,,"Core exception while retrieving the content description",1395779877733
error,log,,,"Core exception while retrieving the content description",1395779877735
error,log,,,"Core exception while retrieving the content description",1395779877736
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1395779878291
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1395779879309
error,log,,,"Core exception while retrieving the content description",1395779880759
error,log,,,"Core exception while retrieving the content description",1395779880764
error,log,,,"Core exception while retrieving the content description",1395779880767
error,log,,,"Core exception while retrieving the content description",1395779880771
error,log,,,"Core exception while retrieving the content description",1395779880774
error,log,,,"Core exception while retrieving the content description",1395779880788
error,log,,,"Core exception while retrieving the content description",1395779880791
error,log,,,"Core exception while retrieving the content description",1395779880793
error,log,,,"Core exception while retrieving the content description",1395779880795
error,log,,,"Core exception while retrieving the content description",1395779880797
error,log,,,"Core exception while retrieving the content description",1395779880800
error,log,,,"Core exception while retrieving the content description",1395779880802
error,log,,,"Core exception while retrieving the content description",1395779880804
error,log,,,"Core exception while retrieving the content description",1395779880806
error,log,,,"Core exception while retrieving the content description",1395779880808
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1395779895058
error,log,,,"Core exception while retrieving the content description",1395779896430
error,log,,,"Core exception while retrieving the content description",1395779896434
error,log,,,"Core exception while retrieving the content description",1395779896439
error,log,,,"Core exception while retrieving the content description",1395779896443
error,log,,,"Core exception while retrieving the content description",1395779896447
error,log,,,"Core exception while retrieving the content description",1395779896457
error,log,,,"Core exception while retrieving the content description",1395779896460
error,log,,,"Core exception while retrieving the content description",1395779896464
error,log,,,"Core exception while retrieving the content description",1395779896466
error,log,,,"Core exception while retrieving the content description",1395779896469
error,log,,,"Core exception while retrieving the content description",1395779896473
error,log,,,"Core exception while retrieving the content description",1395779896476
error,log,,,"Core exception while retrieving the content description",1395779896478
error,log,,,"Core exception while retrieving the content description",1395779896480
error,log,,,"Core exception while retrieving the content description",1395779896482
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1395779910728
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1395779917609
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1395779918136
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1395779919038
error,log,,,"Core exception while retrieving the content description",1395779919985
error,log,,,"Core exception while retrieving the content description",1395779919989
error,log,,,"Core exception while retrieving the content description",1395779919993
error,log,,,"Core exception while retrieving the content description",1395779919997
error,log,,,"Core exception while retrieving the content description",1395779920000
error,log,,,"Core exception while retrieving the content description",1395779920007
error,log,,,"Core exception while retrieving the content description",1395779920009
error,log,,,"Core exception while retrieving the content description",1395779920012
error,log,,,"Core exception while retrieving the content description",1395779920014
error,log,,,"Core exception while retrieving the content description",1395779920016
error,log,,,"Core exception while retrieving the content description",1395779920020
error,log,,,"Core exception while retrieving the content description",1395779920022
error,log,,,"Core exception while retrieving the content description",1395779920024
error,log,,,"Core exception while retrieving the content description",1395779920026
error,log,,,"Core exception while retrieving the content description",1395779920028
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1395779922042
